schema_version,catalog,run_index,run_seed,target_index,abort_ordinal,status,dv_mag_m_per_s,dv_second_burn_m_per_s,coast_min_range_m,bounded_min_range_m,clearance_m,keep_out_radius_m,clear_margin_m
1.1,SL-8 / Kosmos-3M second stage,469,12896641041417437382,3,1,Clean,0.086927,0.000000,304.8033,304.8032,104.8033,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,471,4023536436070003421,3,1,Clean,0.054789,0.000000,311.4886,311.4886,111.4886,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,474,3568468696451590219,0,1,Clean,0.048025,0.000000,371.8052,371.8051,171.8052,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,478,1883602344442596962,0,1,BoundedClearing,0.107664,0.000000,220.0170,220.0168,20.0170,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,480,24803468987468843,1,1,Clean,0.093473,0.000000,311.5649,311.5643,111.5649,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,480,24803468987468843,3,2,Clean,0.100385,0.000000,278.7224,278.7223,78.7224,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,480,24803468987468843,4,3,Clean,0.092034,0.000000,347.2196,347.2195,147.2196,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,482,4655930540055874147,1,1,Clean,0.125887,0.000000,347.0394,347.0392,147.0394,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,483,13238759384065822544,2,1,Clean,0.136523,0.000000,349.1238,349.1229,149.1238,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,484,4476311693927594208,0,1,Clean,0.095051,0.000000,265.8542,265.8541,65.8542,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,485,6070951498353639584,2,1,Clean,0.078430,0.000000,277.9312,277.9311,77.9312,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,487,11580267478923445377,3,1,Clean,0.045323,0.000000,399.0868,399.0865,199.0868,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,488,10935227146630753879,2,1,Clean,0.104996,0.000000,305.2780,305.2779,105.2780,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,492,14224082776675791355,3,1,Clean,0.139153,0.000000,300.8634,300.8633,100.8634,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,494,12066895935832420845,3,1,Clean,0.030986,0.000000,393.9236,393.9232,193.9236,200.0,20.0
